Unnamed: 29,Unnamed: 30,Unnamed: 31,cat.thisIndex,cat.thisN,cat.thisRepN,cat.thisTrialN,correct,date,expName,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.corr,key_resp_9.keys,key_resp_9.rt,participant,practice.thisIndex,practice.thisN,practice.thisRepN,practice.thisTrialN,session,stim1,stim2,ws.thisIndex,ws.thisN,ws.thisRepN,ws.thisTrialN
,,,21.0,24.0,0.0,24.0,2.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['1'],[0.8187050819396973],108,,,,,1,cat/1-4-13.wav,cat/1-4-16.wav,,,,
,,,1.0,25.0,0.0,25.0,2.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['2'],[2.1533889770507812],108,,,,,1,cat/394.wav,cat/349.wav,,,,
,,,19.0,26.0,0.0,26.0,2.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['1'],[0.43506693840026855],108,,,,,1,cat/1-17-9.wav,cat/1-15-9.wav,,,,
,,,,,,,,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,space,2.15357398987,,,,108,,,,,1,,,,,,
,,,,,,,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,None,,,,,,,,0.0,['1'],[7.909670114517212],109,0.0,0.0,0.0,0.0,1,prac1.wav,prac2.wav,,,,
,,,,,,,,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,space,10.1956140995,,,,,,,,109,,,,,1,,,,,,
,,,,,,,2.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,None,,,,,,,,0.0,['1'],[7.7595319747924805],109,,,,,1,ws/19.wav,ws/1.wav,6.0,0.0,0.0,0.0
,,,,,,,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,None,,,,,,,,0.0,['2'],[0.7519469261169434],109,,,,,1,ws/9.wav,ws/18.wav,3.0,1.0,0.0,1.0
,,,,,,,2.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,None,,,,,,,,0.0,['2'],[0.08476686477661133],109,,,,,1,ws/27.wav,ws/9.wav,11.0,2.0,0.0,2.0
,,,,,,,2.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,None,,,,,,,,0.0,['2'],[0.4515831470489502],109,,,,,1,ws/12.wav,ws/3.wav,7.0,3.0,0.0,3.0
,,,,,,,2.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,None,,,,,,,,0.0,['2'],[2.453997850418091],109,,,,,1,ws/31.wav,ws/4.wav,9.0,4.0,0.0,4.0
,,,,,,,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,None,,,,,,,,0.0,['2'],[5.7907538414001465],109,,,,,1,ws/1.wav,ws/10.wav,5.0,5.0,0.0,5.0
,,,,,,,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,None,,,,,,,,0.0,['1'],[1.6196320056915283],109,,,,,1,ws/1.wav,ws/34.wav,0.0,6.0,0.0,6.0
,,,,,,,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,None,,,,,,,,0.0,['1'],[1.4695441722869873],109,,,,,1,ws/4.wav,ws/13.wav,2.0,7.0,0.0,7.0
,,,,,,,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,['2'],[2.854107141494751],,,,,,,0.0,None,,109,,,,,1,ws/3.wav,ws/29.wav,1.0,8.0,0.0,8.0
,,,,,,,2.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,None,,,,,,,,0.0,['1'],[0.9690041542053223],109,,,,,1,ws/21.wav,ws/3.wav,8.0,9.0,0.0,9.0
,,,,,,,2.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,['2'],[2.6207120418548584],,,,,,,0.0,['2'],[0.5351948738098145],109,,,,,1,ws/22.wav,ws/4.wav,10.0,10.0,0.0,10.0
,,,,,,,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,['1'],[2.754235029220581],,,,,,,0.0,['1'],[0.48508405685424805],109,,,,,1,ws/9.wav,ws/33.wav,4.0,11.0,0.0,11.0
,,,,,,,,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,space,3.15472316742,,,,,,109,,,,,1,,,,,,
,,,22.0,0.0,0.0,0.0,2.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['1'],[0.48512792587280273],109,,,,,1,cat/1-9-15.wav,cat/1-15-9.wav,,,,
,,,24.0,1.0,0.0,1.0,2.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['1'],[0.13381218910217285],109,,,,,1,cat/25-4-9.wav,cat/12-4-9.wav,,,,
,,,6.0,2.0,0.0,2.0,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['1'],[1.4695570468902588],109,,,,,1,cat/1-14-9.wav,cat/1-10-9.wav,,,,
,,,9.0,3.0,0.0,3.0,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['1'],[0.08464789390563965],109,,,,,1,cat/11-4-9.wav,cat/21-4-9.wav,,,,
,,,4.0,4.0,0.0,4.0,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['1'],[0.1169440746307373],109,,,,,1,cat/914.wav,cat/941.wav,,,,
,,,17.0,5.0,0.0,5.0,2.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['1'],[4.138979911804199],109,,,,,1,cat/4-3-17.wav,cat/4-17-3.wav,,,,
,,,20.0,6.0,0.0,6.0,2.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['2'],[0.4016242027282715],109,,,,,1,cat/1-23-9.wav,cat/1-14-9.wav,,,,
,,,5.0,7.0,0.0,7.0,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['2'],[1.5860629081726074],109,,,,,1,cat/934.wav,cat/943.wav,,,,
,,,3.0,8.0,0.0,8.0,2.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['2'],[1.0022549629211426],109,,,,,1,cat/439.wav,cat/493.wav,,,,
,,,1.0,9.0,0.0,9.0,2.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['1'],[0.5352129936218262],109,,,,,1,cat/394.wav,cat/349.wav,,,,
,,,21.0,10.0,0.0,10.0,2.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['2'],[0.3014819622039795],109,,,,,1,cat/1-4-13.wav,cat/1-4-16.wav,,,,
,,,19.0,11.0,0.0,11.0,2.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['1'],[0.2681410312652588],109,,,,,1,cat/1-17-9.wav,cat/1-15-9.wav,,,,
,,,8.0,12.0,0.0,12.0,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['2'],[0.30063581466674805],109,,,,,1,cat/10-4-9.wav,cat/13-4-9.wav,,,,
,,,7.0,13.0,0.0,13.0,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['1'],[0.30155086517333984],109,,,,,1,cat/1-4-18.wav,cat/1-4-12.wav,,,,
,,,13.0,14.0,0.0,14.0,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['1'],[0.5351319313049316],109,,,,,1,cat/4-16-1.wav,cat/4-1-16.wav,,,,
,,,18.0,15.0,0.0,15.0,2.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['1'],[0.6352357864379883],109,,,,,1,cat/9-4-11.wav,cat/9-11-4.wav,,,,
,,,16.0,16.0,0.0,16.0,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['1'],[0.0514070987701416],109,,,,,1,cat/9-12-4.wav,cat/9-4-12.wav,,,,
,,,23.0,17.0,0.0,17.0,2.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['1'],[0.6350789070129395],109,,,,,1,cat/16-4-9.wav,cat/11-4-9.wav,,,,
,,,0.0,18.0,0.0,18.0,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['1'],[0.4684109687805176],109,,,,,1,cat/149.wav,cat/194.wav,,,,
,,,14.0,19.0,0.0,19.0,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['2'],[0.26825594902038574],109,,,,,1,cat/4-18-1.wav,cat/4-1-18.wav,,,,
,,,25.0,20.0,0.0,20.0,2.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['2'],[0.2683579921722412],109,,,,,1,cat/3-4-20.wav,cat/3-4-18.wav,,,,
,,,11.0,21.0,0.0,21.0,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['2'],[0.7354309558868408],109,,,,,1,cat/3-15-9.wav,cat/3-22-9.wav,,,,
,,,26.0,22.0,0.0,22.0,2.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['2'],[0.5185360908508301],109,,,,,1,cat/3-9-14.wav,cat/3-14-9.wav,,,,
,,,10.0,23.0,0.0,23.0,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['2'],[1.0022170543670654],109,,,,,1,cat/3-13-9.wav,cat/3-9-13.wav,,,,
,,,12.0,24.0,0.0,24.0,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['2'],[0.5519599914550781],109,,,,,1,cat/3-4-17.wav,cat/3-4-26.wav,,,,
,,,15.0,25.0,0.0,25.0,1.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['2'],[0.4015631675720215],109,,,,,1,cat/9-10-4.wav,cat/9-4-10.wav,,,,
,,,2.0,26.0,0.0,26.0,2.0,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,,,0.0,['2'],[1.9366378784179688],109,,,,,1,cat/419.wav,cat/491.wav,,,,
,,,,,,,,2016_Jun_02_1420,Stat_Cat_Oct,59.933355053,,,,,,,space,25.5288748741,,,,109,,,,,1,,,,,,
,,,,,,,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,None,,,,,,,,0.0,2.0,2.23712897301,110,0.0,0.0,0.0,0.0,1,prac1.wav,prac2.wav,,,,
,,,,,,,,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,space,8.61058592796,,,,,,,,110,,,,,1,,,,,,
,,,,,,,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,None,,,,,,,,1.0,1.0,0.350500106812,110,,,,,1,ws/5.wav,ws/14.wav,2.0,0.0,0.0,0.0
,,,,,,,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,None,,,,,,,,1.0,2.0,0.23483586311299998,110,,,,,1,ws/15.wav,ws/6.wav,8.0,1.0,0.0,1.0
,,,,,,,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,None,,,,,,,,1.0,1.0,0.218210935593,110,,,,,1,ws/6.wav,ws/24.wav,5.0,2.0,0.0,2.0
,,,,,,,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,None,,,,,,,,1.0,2.0,0.852192163467,110,,,,,1,ws/17.wav,ws/8.wav,9.0,3.0,0.0,3.0
,,,,,,,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,None,,,,,,,,1.0,2.0,1.15242910385,110,,,,,1,ws/28.wav,ws/7.wav,13.0,4.0,0.0,4.0
,,,,,,,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,['1'],[2.552906036376953],,,,,,,0.0,1.0,0.33503484726,110,,,,,1,ws/25.wav,ws/7.wav,11.0,5.0,0.0,5.0
,,,,,,,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,None,,,,,,,,1.0,1.0,0.118054866791,110,,,,,1,ws/6.wav,ws/32.wav,4.0,6.0,0.0,6.0
,,,,,,,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,None,,,,,,,,1.0,1.0,1.45181083679,110,,,,,1,ws/8.wav,ws/26.wav,7.0,7.0,0.0,7.0
,,,,,,,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,None,,,,,,,,1.0,2.0,0.9690809249879999,110,,,,,1,ws/30.wav,ws/2.wav,12.0,8.0,0.0,8.0
,,,,,,,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,None,,,,,,,,0.0,1.0,2.23681497574,110,,,,,1,ws/23.wav,ws/5.wav,10.0,9.0,0.0,9.0
,,,,,,,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,None,,,,,,,,0.0,2.0,0.218256950378,110,,,,,1,ws/7.wav,ws/16.wav,6.0,10.0,0.0,10.0
,,,,,,,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,None,,,,,,,,0.0,2.0,0.568539857864,110,,,,,1,ws/2.wav,ws/20.wav,1.0,11.0,0.0,11.0
,,,,,,,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,None,,,,,,,,0.0,1.0,1.0022380352,110,,,,,1,ws/35.wav,ws/8.wav,14.0,12.0,0.0,12.0
,,,,,,,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,['1'],[2.70410418510437],,,,,,,1.0,1.0,2.00331616402,110,,,,,1,ws/2.wav,ws/11.wav,0.0,13.0,0.0,13.0
,,,,,,,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,None,,,,,,,,0.0,2.0,0.8354611396789999,110,,,,,1,ws/5.wav,ws/36.wav,3.0,14.0,0.0,14.0
,,,,,,,,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,space,7.70963406563,,,,,,110,,,,,1,,,,,,
,,,24.0,0.0,0.0,0.0,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,0.668533086777,110,,,,,1,cat/8-12-5.wav,cat/8-5-12.wav,,,,
,,,30.0,1.0,0.0,1.0,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,0.351619958878,110,,,,,1,cat/2-7-14.wav,cat/2-14-7.wav,,,,
,,,32.0,2.0,0.0,2.0,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,2.0,2.77085900307,110,,,,,1,cat/25-5-8.wav,cat/12-5-8.wav,,,,
,,,18.0,3.0,0.0,3.0,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,0.718770027161,110,,,,,1,cat/2-6-26.wav,cat/2-6-17.wav,,,,
,,,29.0,4.0,0.0,4.0,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,2.0,0.268196105957,110,,,,,1,cat/2-6-20.wav,cat/2-6-18.wav,,,,
,,,7.0,5.0,0.0,5.0,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,2.0,5.00566601753,110,,,,,1,cat/682.wav,cat/628.wav,,,,
,,,28.0,6.0,0.0,6.0,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,0.501748085022,110,,,,,1,cat/2-5-13.wav,cat/2-5-16.wav,,,,
,,,15.0,7.0,0.0,7.0,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,0.28481316566500003,110,,,,,1,cat/2-14-8.wav,cat/2-10-8.wav,,,,
,,,21.0,8.0,0.0,8.0,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,2.0,0.08472299575810001,110,,,,,1,cat/6-18-2.wav,cat/6-2-18.wav,,,,
,,,6.0,9.0,0.0,9.0,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,0.318210840225,110,,,,,1,cat/627.wav,cat/672.wav,,,,
,,,19.0,10.0,0.0,10.0,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,2.0,0.251614093781,110,,,,,1,cat/5-16-2.wav,cat/5-2-16.wav,,,,
,,,14.0,11.0,0.0,11.0,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,0.351733922958,110,,,,,1,cat/2-13-8.wav,cat/2-8-13.wav,,,,
,,,3.0,12.0,0.0,12.0,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,2.0,0.35171794891400004,110,,,,,1,cat/268.wav,cat/286.wav,,,,
,,,10.0,13.0,0.0,13.0,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,2.0,0.268228054047,110,,,,,1,cat/852.wav,cat/825.wav,,,,
,,,17.0,14.0,0.0,14.0,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,1.50292897224,110,,,,,1,cat/2-5-18.wav,cat/2-5-12.wav,,,,
,,,9.0,15.0,0.0,15.0,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,2.0,0.101345777512,110,,,,,1,cat/762.wav,cat/726.wav,,,,
,,,22.0,16.0,0.0,16.0,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,0.6019010543819999,110,,,,,1,cat/7-5-10.wav,cat/7-10-5.wav,,,,
,,,1.0,17.0,0.0,17.0,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,2.0,1.23607301712,110,,,,,1,cat/285.wav,cat/258.wav,,,,
,,,16.0,18.0,0.0,18.0,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,0.852088928223,110,,,,,1,cat/2-15-7.wav,cat/2-22-7.wav,,,,
,,,4.0,19.0,0.0,19.0,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,2.0,0.0680248737335,110,,,,,1,cat/572.wav,cat/527.wav,,,,
,,,8.0,20.0,0.0,20.0,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,0.251580953598,110,,,,,1,cat/725.wav,cat/752.wav,,,,
,,,12.0,21.0,0.0,21.0,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,2.0,0.468497037888,110,,,,,1,cat/10-6-7.wav,cat/13-6-7.wav,,,,
,,,26.0,22.0,0.0,22.0,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,0.318327903748,110,,,,,1,cat/2-17-7.wav,cat/2-15-7.wav,,,,
,,,13.0,23.0,0.0,23.0,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,1.26921606064,110,,,,,1,cat/11-5-7.wav,cat/21-5-7.wav,,,,
,,,23.0,24.0,0.0,24.0,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,0.268178939819,110,,,,,1,cat/8-6-11.wav,cat/8-11-6.wav,,,,
,,,0.0,25.0,0.0,25.0,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,2.0,1.9199478626299997,110,,,,,1,cat/257.wav,cat/275.wav,,,,
,,,25.0,26.0,0.0,26.0,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,1.9867389202099999,110,,,,,1,cat/16-5-8.wav,cat/11-5-8.wav,,,,
,,,2.0,27.0,0.0,27.0,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,0.918869018555,110,,,,,1,cat/276.wav,cat/267.wav,,,,
,,,31.0,28.0,0.0,28.0,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,4.87328720093,110,,,,,1,cat/2-8-15.wav,cat/2-15-8.wav,,,,
,,,5.0,29.0,0.0,29.0,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,0.234752893448,110,,,,,1,cat/528.wav,cat/582.wav,,,,
,,,20.0,30.0,0.0,30.0,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,2.0,0.318337917328,110,,,,,1,cat/6-17-2.wav,cat/6-2-17.wav,,,,
,,,27.0,31.0,0.0,31.0,2.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,0.551822900772,110,,,,,1,cat/2-23-8.wav,cat/2-14-8.wav,,,,
,,,11.0,32.0,0.0,32.0,1.0,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,0.28491711616500004,110,,,,,1,cat/826.wav,cat/862.wav,,,,
,,,,,,,,2016_Jun_07_1123,Stat_Cat_Oct,59.936523905,,,,,,,space,1.78643298149,,,,110,,,,,1,,,,,,
